Category,Food Name,Alternative Name,Chinese Terms,English Terms
澱粉類,"馬鈴薯粉","太白粉 Potato starch; Tapioca",澱粉類 淀粉类 馬鈴薯粉 馬鈴藷粉 馬鈴薯粉 馬玲薯粉 馬鈴薯粉 太白粉 马铃薯粉 马铃藷粉 马铃薯粉,potato starch tapioca flour
澱粉類,"荸薺","水栗,地栗,馬蹄,馬薯,烏芋,水燈心草,海蔥仔,水蔥仔 Chinese water chestnut; Water chestnut",澱粉類 淀粉类 荸薺 水栗 地栗 馬蹄 馬薯 馬藷 馬薯 烏芋 水燈心草 海蔥仔 水蔥仔 荸荠 马蹄 马薯 马藷 马薯 乌芋 水灯心草 海葱仔 水葱仔,chinese water chestnut
澱粉類,"荸薺粉","水栗粉,地栗粉,馬蹄粉,馬薯粉,烏芋粉,水燈心草粉,海蔥仔粉,水蔥仔粉 Chinese water chestnut starch",澱粉類 淀粉类 荸薺粉 水栗粉 地栗粉 馬蹄粉 馬薯粉 馬藷粉 馬薯粉 烏芋粉 水燈心草粉 海蔥仔粉 水蔥仔粉 荸荠粉 马蹄粉 马薯粉 马藷粉 马薯粉 乌芋粉 水灯心草粉 海葱仔粉 水葱仔粉,chinese water chestnut starch powder
澱粉類,"蓮藕","蓮根,藕,芙蕖,荷花藕 Lotus root; Indian lotus tuber; East Indian lotus",澱粉類 淀粉类 蓮藕 蓮根 芙蕖 荷花藕 莲藕 莲根,lotus root indian tuber east
澱粉類,"熟蓮藕","蓮根,藕,芙蕖,荷花藕 Lotus root; Indian lotus tuber; East Indian lotus",澱粉類 淀粉类 熟蓮藕 蓮根 芙蕖 荷花藕 熟莲藕 莲根,lotus root indian tuber east cooked
澱粉類,"熟蓮藕切片(水煮)","蓮根,藕,芙蕖,荷花藕 Lotus root; Indian lotus tuber; East Indian lotus",澱粉類 淀粉类 熟蓮藕切片 水煮 蓮根 藕 芙蕖 荷花藕 熟莲藕切片 莲根,lotus root indian tuber east cooked slices (boiled)
澱粉類,"蓮藕粉"," East indian lotus starch",澱粉類 淀粉类 蓮藕粉 莲藕粉,east indian lotus starch root powder
澱粉類,"菱角(生)","菱,芰,龍角,羊家,紅菱 Water singharnut; Water caltrops; Water chestnut",澱粉類 淀粉类 菱角 生 菱 芰 龍角 羊家 紅菱 龙角 红菱,water singharnut caltrops chestnut (raw)
澱粉類,"菱角仁(生)"," Water chestnut",澱粉類 淀粉类 菱角仁 生,water chestnut kernels (raw)
澱粉類,"菱角(熟)","菱,芰,龍角,羊家,紅菱 Water singharnut; Water caltrops; Water chestnut",澱粉類 淀粉类 菱角 熟 菱 芰 龍角 羊家 紅菱 龙角 红菱,water singharnut caltrops chestnut (cooked)
澱粉類,"蒟蒻粉"," Konjac Powder",澱粉類 淀粉类 蒟蒻粉,konjac powder
堅果及種子類,"甘扁桃仁片(生)","杏仁片(生) Sliced almonds nut",堅果及種子類 坚果及种子类 甘扁桃仁片 生 杏仁片,sliced almonds nut almond slices (raw)
堅果及種子類,"甘扁桃仁片(熟)","杏仁片(熟) Sliced almonds nut",堅果及種子類 坚果及种子类 甘扁桃仁片 熟 杏仁片,sliced almonds nut almond slices (cooked)
堅果及種子類,"甘扁桃仁(熟)","杏仁果(熟) Almond",堅果及種子類 坚果及种子类 甘扁桃仁 熟 杏仁果,almond sweet almonds (cooked)
堅果及種子類,"松子仁(生)"," Pine-seed: raw",堅果及種子類 坚果及种子类 松子仁 生,pine seed raw nuts (raw)
堅果及種子類,"原味松子仁"," Pine-seed",堅果及種子類 坚果及种子类 原味松子仁,pine seed original nuts
堅果及種子類,"原味夏威夷豆","夏威夷火山豆 Hawaii nut; Macadamia nut",堅果及種子類 坚果及种子类 原味夏威夷豆 夏威夷火山豆,hawaii nut macadamia original nuts
堅果及種子類,"生核桃"," Walnut: raw",堅果及種子類 坚果及种子类 生核桃,walnut raw walnuts
堅果及種子類,"栗子(生)"," Chestnut: raw",堅果及種子類 坚果及种子类 栗子 生,chestnut raw (raw)
堅果及種子類,"栗子仁(生)"," Chestnut: raw",堅果及種子類 坚果及种子类 栗子仁 生,chestnut raw kernels (raw)
堅果及種子類,"開心果"," Pistachios",堅果及種子類 坚果及种子类 開心果 开心果,pistachios
堅果及種子類,"腰果(生)"," Cashew nuts: raw",堅果及種子類 坚果及种子类 腰果 生,cashew nuts raw (raw)
堅果及種子類,"原味腰果"," Cashew nuts",堅果及種子類 坚果及种子类 原味腰果,cashew nuts original
堅果及種子類,"原味榛果"," Hazelnut",堅果及種子類 坚果及种子类 原味榛果,hazelnut original
堅果及種子類,"山粉圓"," Kala tulsi",堅果及種子類 坚果及种子类 山粉圓 山粉圆,kala tulsi mountain tapioca pearls
堅果及種子類,"亞麻仁籽"," Flaxseed",堅果及種子類 坚果及种子类 亞麻仁籽 亚麻仁籽,flaxseed
堅果及種子類,"亞麻仁籽粉"," Flaxseed powder",堅果及種子類 坚果及种子类 亞麻仁籽粉 亚麻仁籽粉,flaxseed powder meal
堅果及種子類,"咖啡豆(曼特寧)"," Coffee bean: Mandeling",堅果及種子類 坚果及种子类 咖啡豆 曼特寧 曼特宁,coffee bean mandeling beans (mandheling)
堅果及種子類,"奇亞子"," Chia seed",堅果及種子類 坚果及种子类 奇亞子 奇亚子,chia seed seeds
堅果及種子類,"白芝麻(生)"," White seasame seed",堅果及種子類 坚果及种子类 白芝麻 生,white seasame seed sesame (raw)
堅果及種子類,"黑芝麻(生)"," Black seasame seed",堅果及種子類 坚果及种子类 黑芝麻 生,black seasame seed sesame (raw)
堅果及種子類,"白芝麻(熟)"," Sesame: white",堅果及種子類 坚果及种子类 白芝麻 熟,sesame white (cooked)
堅果及種子類,"白芝麻(熟)2022年取樣)"," Sesame: white",堅果及種子類 坚果及种子类 白芝麻 熟 年取樣 年取样,sesame white (cooked) (sampled in 2022)
堅果及種子類,"黑芝麻(熟)"," Sesame: black",堅果及種子類 坚果及种子类 黑芝麻 熟,sesame black (cooked)
堅果及種子類,"黑芝麻(熟)(2022年取樣)"," Sesame: black",堅果及種子類 坚果及种子类 黑芝麻 熟 年取樣 年取样,sesame black (cooked) (sampled in 2022)
堅果及種子類,"黑芝麻粉"," Black sesame powder",堅果及種子類 坚果及种子类 黑芝麻粉,black sesame powder
堅果及種子類,"帶殼花生(生)","土豆,長生果,落花生 Peanut: raw",堅果及種子類 坚果及种子类 帶殼花生 土豆 長生果 落花生 带壳花生 长生果,peanut raw peanuts in shell (raw)
堅果及種子類,"冷凍帶殼花生(熟)","土豆,長生果,落花生 Peanut",堅果及種子類 坚果及种子类 冷凍帶殼花生 熟 土豆 長生果 落花生 冷冻带壳花生 长生果,peanut frozen peanuts in shell (cooked)
堅果及種子類,"黑金剛花生(生)","花生,土豆,長壽果 Peanut: raw",堅果及種子類 坚果及种子类 黑金剛花生 土豆 長壽果 黑金刚花生 长寿果,peanut raw black diamond peanuts (raw)
堅果及種子類,"帶膜花生仁(生)(1995年之前取樣)","土豆,長生果,落花生 Peanut: raw",堅果及種子類 坚果及种子类 帶膜花生仁 生 年之前取樣 土豆 長生果 落花生 带膜花生仁 年之前取样 长生果,peanut raw kernels with membrane (raw) (sampled before 1995)
堅果及種子類,"去膜花生仁(生)","土豆,長生果,落花生 Peanut: raw",堅果及種子類 坚果及种子类 去膜花生仁 生 土豆 長生果 落花生 长生果,peanut raw kernels (raw)
堅果及種子類,"帶膜花生仁(生)(2004年取樣)","土豆,長生果,落花生 Raw peanut: dry",堅果及種子類 坚果及种子类 帶膜花生仁 生 年取樣 土豆 長生果 落花生 带膜花生仁 年取样 长生果,raw peanut dry kernels with membrane (raw) (sampled in 2004)
堅果及種子類,"紅土帶殼花生(熟)","土豆,長生果,落花生 Peanut",堅果及種子類 坚果及种子类 紅土帶殼花生 熟 土豆 長生果 落花生 红土带壳花生 长生果,peanut red clay peanuts in shell (cooked)
堅果及種子類,"花生粉"," Peanut powder",堅果及種子類 坚果及种子类 花生粉,peanut powder
堅果及種子類,"芡實","雞頭米,雞頭 Gordon Euryale Seed",堅果及種子類 坚果及种子类 芡實 雞頭米 雞頭 芡实 鸡头米,gordon euryale seed gorgon fruit
堅果及種子類,"愛玉子","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動 Awkeotsang; Jelly-fig; Moraceae",堅果及種子類 坚果及种子类 愛玉子 愛玉 草子仔 草枳子 天拋藤 玉枳 天拋 風不動 爱玉子 爱玉 天抛藤 天抛 风不动,awkeotsang jelly fig moraceae love omega
堅果及種子類,"原味葵瓜子(去殼)","葵花子,葵花籽 Sunflower seeds",堅果及種子類 坚果及种子类 原味葵瓜子 去殼 葵花子 葵花籽 去壳,sunflower seeds original (shelled)
堅果及種子類,"銀杏果","白果,銀杏核,公孫樹子,鴨腳樹子,靈眼 Ginkgo Seed",堅果及種子類 坚果及种子类 銀杏果 白果 銀杏核 公孫樹子 鴨腳樹子 靈眼 银杏果 银杏核 公孙树子 鸭脚树子 灵眼,ginkgo seed nuts
堅果及種子類,"蓮子"," Lotus nut; Lotus seed",堅果及種子類 坚果及种子类 蓮子 莲子,lotus nut seed seeds
堅果及種子類,"蓮子(乾)"," Lotus nut; Lotus seed",堅果及種子類 坚果及种子类 蓮子 乾 干 莲子 干,lotus nut seed seeds (dried)
水果類,"山竹","鳳果,都捻子,倒稔子,羅漢果,莽吉柿,果中之后 Mangosteen; Mangostan",水果類 水果类 山竹 鳳果 都捻子 倒稔子 羅漢果 莽吉柿 果中之後 凤果 罗汉果 果中之后,mangosteen mangostan
水果類,"木瓜平均值","番木瓜,番瓜 Papaya; Pawpaw",水果類 水果类 木瓜平均值 番木瓜 番瓜,papaya pawpaw average value
水果類,"木瓜(2月取樣)","番木瓜,番瓜 Papaya; Pawpaw",水果類 水果类 木瓜 月取樣 番木瓜 番瓜 月取样,papaya pawpaw (sampled in february)
水果類,"木瓜(5月取樣)","番木瓜,番瓜 Papaya; Pawpaw",水果類 水果类 木瓜 月取樣 番木瓜 番瓜 月取样,papaya pawpaw (sampled in may)
水果類,"木瓜(8月取樣)","番木瓜,番瓜 Papaya; Pawpaw",水果類 水果类 木瓜 月取樣 番木瓜 番瓜 月取样,papaya pawpaw (sampled in august)
水果類,"木瓜(11月取樣)","番木瓜,番瓜 Papaya; Pawpaw",水果類 水果类 木瓜 月取樣 番木瓜 番瓜 月取样,papaya pawpaw (sampled in november)
水果類,"青木瓜","青番木瓜,青番瓜 Papaya; Pawpaw",水果類 水果类 青木瓜 青番木瓜 青番瓜,papaya pawpaw green
水果類,"安石榴","石榴, 榭榴, 謝榴, 樹榴 Pomegranate, Delima",水果類 水果类 安石榴 榭榴 謝榴 樹榴 谢榴 树榴,pomegranate delima
水果類,"百香果(台農一號)","時計果,西番果 Passion fruit",水果類 水果类 百香果 台農一號 時計果 西番果 台农一号 时计果,passion fruit (tainong no. 1)
水果類,"百香果汁","時計果汁,西番果汁,西番蓮汁,美里瓜汁 Passion fruit juice",水果類 水果类 百香果汁 時計果汁 西番果汁 西番蓮汁 美裡瓜汁 时计果汁 西番莲汁 美里瓜汁,passion fruit juice
水果類,"金黃奇異果","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃 Kiwi fruit; Chinese gooseberry",水果類 水果类 金黃奇異果 彌猴桃 猴梨 藤梨 毛桃 羊桃 紅藤梨 金桃 楊桃 金黄奇异果 弥猴桃 红藤梨 杨桃,kiwi fruit chinese gooseberry golden
水果類,"奇異果","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃 Kiwi fruit; Chinese gooseberry",水果類 水果类 奇異果 彌猴桃 猴梨 藤梨 毛桃 羊桃 紅藤梨 金桃 楊桃 奇异果 弥猴桃 红藤梨 杨桃,kiwi fruit chinese gooseberry
水果類,"紅毛丹","韶子,毛龍眼,毛荔枝 Tanjong Rambutan",水果類 水果类 紅毛丹 韶子 毛龍眼 毛荔枝 红毛丹 毛龙眼,tanjong rambutan
水果類,"紅龍果(白肉)","火龍果,仙蜜果 Pitaya; Dragon fruit",水果類 水果类 紅龍果 白肉 火龍果 仙蜜果 红龙果 火龙果,pitaya dragon fruit red (white flesh)
水果類,"紅龍果(紅肉)","火龍果,仙蜜果 Pitaya; Dragon fruit",水果類 水果类 紅龍果 紅肉 火龍果 仙蜜果 红龙果 红肉 火龙果,pitaya dragon fruit (red flesh)
水果類,"北蕉平均值","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉平均值 香蕉 芎蕉 弓蕉 甘蕉,banana beijiao average
水果類,"北蕉(2月取樣)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 月取樣 香蕉 芎蕉 弓蕉 甘蕉 月取样,banana northern jiao (sampled in february)
水果類,"北蕉(5月取樣)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 月取樣 香蕉 芎蕉 弓蕉 甘蕉 月取样,banana northern jiao (sampled in may)
水果類,"北蕉(9月取樣)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 月取樣 香蕉 芎蕉 弓蕉 甘蕉 月取样,banana northern jiao (sampled in september)
水果類,"北蕉(11月取樣)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 月取樣 香蕉 芎蕉 弓蕉 甘蕉 月取样,banana northern jiao (sampled in november)
水果類,"北蕉(0天,綠皮)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 天 綠皮 香蕉 芎蕉 弓蕉 甘蕉 绿皮,banana northern jiao (0 days, green skin)
水果類,"北蕉(1天)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 天 香蕉 芎蕉 弓蕉 甘蕉,banana beijiao (1 day)
水果類,"北蕉(3天)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 天 香蕉 芎蕉 弓蕉 甘蕉,banana beijiao (3 days)
水果類,"北蕉(7天)","香蕉,芎蕉,弓蕉,甘蕉 Banana",水果類 水果类 北蕉 天 香蕉 芎蕉 弓蕉 甘蕉,banana beijiao (7 days)
水果類,"李林蕉(2007年取樣)","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉) Banana",水果類 水果类 李林蕉 年取樣 香蕉 芎蕉 弓蕉 甘蕉 牛角蕉 佛手蕉 美人蕉 樹蕉 年取样 树蕉,banana li linjiao (sampled in 2007)
水果類,"李林蕉(2012年取樣)","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉) Banana",水果類 水果类 李林蕉 年取樣 香蕉 芎蕉 弓蕉 甘蕉 牛角蕉 佛手蕉 美人蕉 樹蕉 年取样 树蕉,banana li linjiao (sampled in 2012)
水果類,"南華蕉","香蕉,芎蕉,弓蕉,甘蕉(芭蕉) Plantain",水果類 水果类 南華蕉 香蕉 芎蕉 弓蕉 甘蕉 芭蕉 南华蕉,plantain south china banana
水果類,"紅皮蕉(2004年取樣)","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉 Banana",水果類 水果类 紅皮蕉 年取樣 香蕉 芎蕉 弓蕉 甘蕉 蘋果蕉 红皮蕉 年取样 苹果蕉,banana red (sampled in 2004)
水果類,"紅皮蕉(2012年取樣)","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉 Banana",水果類 水果类 紅皮蕉 年取樣 香蕉 芎蕉 弓蕉 甘蕉 蘋果蕉 红皮蕉 年取样 苹果蕉,banana red (sampled in 2012)
水果類,"蛋蕉(2023年取樣)","旦蕉, 一口蕉 Banana",水果類 水果类 蛋蕉 年取樣 旦蕉 一口蕉 年取样,banana egg (sampled in 2023)
水果類,"酪梨(綠皮)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果 Avocado; Aligator-pear; Avocado pear",水果類 水果类 酪梨 綠皮 牛油果 黃油果 油梨 鰐 鱷 幸福果 樂天果 绿皮 黄油果 鳄 乐天果,avocado aligator pear (green skin)
水果類,"酪梨(室溫存放0天)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果 Avocado; Aligator-pear; Avocado pear",水果類 水果类 酪梨 室溫存放 天 牛油果 黃油果 油梨 鰐 鱷 幸福果 樂天果 室温存放 黄油果 鳄 乐天果,avocado aligator pear (stored at room temperature for 0 days)
水果類,"酪梨(室溫存放3天)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果 Avocado; Aligator-pear; Avocado pear",水果類 水果类 酪梨 室溫存放 天 牛油果 黃油果 油梨 鰐 鱷 幸福果 樂天果 室温存放 黄油果 鳄 乐天果,avocado aligator pear (store at room temperature for 3 days)
水果類,"酪梨(室溫存放6天)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果 Avocado; Aligator-pear; Avocado pear",水果類 水果类 酪梨 室溫存放 天 牛油果 黃油果 油梨 鰐 鱷 幸福果 樂天果 室温存放 黄油果 鳄 乐天果,avocado aligator pear (store at room temperature for 6 days)
水果類,"榴槤","榴蓮,流連,山韶子 Durian",水果類 水果类 榴槤 榴蓮 流連 山韶子 榴莲 流连,durian
水果類,"開英種1號鳳梨","旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔) Pineapple",水果類 水果类 開英種 號鳳梨 旺來 波羅 黃萊 黃梨 王萊 號 號仔 突目仔 开英种 号凤梨 旺来 波罗 黄莱 黄梨 王莱 号 号仔,pineapple kaiying no. 1
水果類,"鳳梨平均值(雜交種)","鳳梨,旺來,波羅,黃萊,黃梨,王萊 Pineapple",水果類 水果类 鳳梨平均值 雜交種 鳳梨 旺來 波羅 黃萊 黃梨 王萊 凤梨平均值 杂交种 凤梨 旺来 波罗 黄莱 黄梨 王莱,pineapple average value of (hybrid)
水果類,"甘蔗鳳梨","旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨) Pineapple",水果類 水果类 甘蔗鳳梨 旺來 波羅 黃萊 黃梨 王萊 台農 號 冬蜜鳳梨 甘蔗凤梨 旺来 波罗 黄莱 黄梨 王莱 台农 号 冬蜜凤梨,pineapple sugarcane
水果類,"甜蜜蜜鳳梨","旺來,波羅,黃萊,黃梨,王萊(台農16號) Pineapple",水果類 水果类 甜蜜蜜鳳梨 旺來 波羅 黃萊 黃梨 王萊 台農 號 甜蜜蜜凤梨 旺来 波罗 黄莱 黄梨 王莱 台农 号,pineapple sweet
水果類,"金鑽鳳梨","旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨) Pineapple",水果類 水果类 金鑽鳳梨 旺來 波羅 黃萊 黃梨 王萊 台農 號 春蜜鳳梨 金钻凤梨 旺来 波罗 黄莱 黄梨 王莱 台农 号 春蜜凤梨,pineapple golden diamond
水果類,"牛奶鳳梨","旺來,波羅,黃萊,黃梨,王萊(台農20號) Pineapple",水果類 水果类 牛奶鳳梨 旺來 波羅 黃萊 黃梨 王萊 台農 號 牛奶凤梨 旺来 波罗 黄莱 黄梨 王莱 台农 号,pineapple milk
水果類,"釋迦","番荔枝,釋迦果,佛頭果,番梨 Sugar apple; Sweet sop; Castard apple",水果類 水果类 釋迦 番荔枝 釋迦果 佛頭果 番梨 释迦 释迦果 佛头果,sugar apple sweet sop castard custard
水果類,"鳳梨釋迦","旺來釋迦,奇美釋迦,蜜釋迦 Atemoya; custard apple",水果類 水果类 鳳梨釋迦 旺來釋迦 奇美釋迦 蜜釋迦 凤梨释迦 旺来释迦 奇美释迦 蜜释迦,atemoya custard apple pineapple
水果類,"桑葚","桑果,桑葚兒 Mulberry",水果類 水果类 桑葚 桑果 桑葚兒 桑葚儿,mulberry
水果類,"桑葚汁","桑果,桑葚兒 Mulberry juice",水果類 水果类 桑葚汁 桑果 桑葚兒 桑葚儿,mulberry juice
水果類,"草莓"," Strawberry",水果類 水果类 草莓,strawberry
水果類,"土芭樂","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔 Guava",水果類 水果类 蕃石榴 土芭樂 番石榴 拔仔 扒仔 朳仔 那拔仔 藍拔 土芭乐 蓝拔,guava
水果類,"芭樂平均值(白肉)","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔 Guava",水果類 水果类 蕃石榴 芭樂平均值 白肉 番石榴 芭樂 拔仔 扒仔 朳仔 那拔仔 藍拔 芭乐平均值 芭乐 蓝拔,guava average (white meat)
水果類,"番石榴(珍珠拔)(有機)","牛乳芭樂,牛奶芭樂,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔 Guava (organic)",水果類 水果类 蕃石榴 番石榴 珍珠拔 有機 牛乳芭樂 牛奶芭樂 拔仔 扒仔 朳仔 那拔仔 藍拔 有机 牛乳芭乐 牛奶芭乐 蓝拔,guava organic (pearl) (organic)
水果類,"世紀芭樂","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔 Guava",水果類 水果类 蕃石榴 世紀芭樂 番石榴 拔仔 扒仔 朳仔 那拔仔 藍拔 世纪芭乐 蓝拔,guava century
水果類,"珍珠芭樂","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔 Guava",水果類 水果类 蕃石榴 珍珠芭樂 番石榴 拔仔 扒仔 朳仔 那拔仔 藍拔 珍珠芭乐 蓝拔,guava pearl
